"","MENTHLTH","HLTHPLN1","MEDCOST","EXERANY2","EMTSUPRT","LSATISFY","EDUCA","Year"
"56",24,0.78374334362102,0.433309021665288,0.557695054395939,"NA","NA",0.684285538434339,"2011"
"57",25,0.797450620349428,0.34910330590048,0.655613897708778,"NA","NA",0.779041765033889,"2011"
"58",26,0.703308597699052,0.472957753677091,0.521893443334221,"NA","NA",0.642886598505092,"2011"
"59",27,0.69959868131426,0.397352466765858,0.697148227280284,"NA","NA",0.783451393780395,"2011"
"60",28,0.736633964989277,0.491982459559448,0.64695072971561,"NA","NA",0.816132820361289,"2011"
"61",29,0.739952414621209,0.394303086408633,0.664130601135756,"NA","NA",0.837156580817476,"2011"
"62",30,0.741034407465909,0.385165978124709,0.585405051980713,"NA","NA",0.74499059389852,"2011"
"63",0,0.843658942108681,0.110231890127364,0.746472477799566,"0.934311647357943","0.979753284355878",0.860373069895521,"2013"
"64",1,0.823936024564334,0.158296948229129,0.807358312009791,"0.938111797383623","0.978648666292421",0.888963235526158,"2013"
"65",2,0.825549794339145,0.164007314722229,0.780303015426505,"0.936413242392855","0.955416816292163",0.881879207293922,"2013"
"66",3,0.80767214178169,0.198741957443659,0.774483770133219,"0.875666934564952","0.937568639259873",0.861989018794545,"2013"
"67",4,0.800039942879139,0.216726557241857,0.767645535021568,"0.848683025874787","0.869432946604197",0.850716256441417,"2013"
"68",5,0.830774792780044,0.196691730956561,0.762657191602169,"0.920036019560968","0.914797258512365",0.8769489700783,"2013"
"69",6,0.844448735615231,0.224832284151908,0.732029190946836,"0.83812891033373","0.959291991103321",0.837221327366732,"2013"
"70",7,0.770795657074845,0.275577479879567,0.762962667688387,"0.956692864085129","0.936516975133954",0.833933221985781,"2013"
"71",8,0.745325933054014,0.303906468490605,0.719883122795711,"0.991811880963976","0.747481506852462",0.702329474720371,"2013"
"72",9,0.796181611902042,0.323467310537689,0.780021239185472,"1","1",0.838628193416184,"2013"
"73",10,0.8078775267379,0.259876982716998,0.71132261348915,"0.849824836369097","0.889899123381164",0.853839588714817,"2013"
"74",11,0.727621787500899,0.347930885075099,0.800395456893304,"1","0.343552885294128",0.711333275599535,"2013"
"75",12,0.776559894366037,0.307900919005005,0.68377936785531,"0.92148538612198","0.894743354153665",0.820005144382128,"2013"
"76",13,0.73349176418873,0.33203817987934,0.639997984674949,"0","0",0.750404254864886,"2013"
"77",14,0.766602320502554,0.317997810760498,0.700829054975439,"0.926579577890899","0.857180974321283",0.784943392238849,"2013"
"78",15,0.771199428756056,0.310995106323538,0.658961326943023,"0.810181897116347","0.847683199708759",0.792834989560773,"2013"
"79",16,0.719145732869459,0.411605044054816,0.522252775816918,"1","0.363651125254997",0.771800737838034,"2013"
"80",17,0.805725701635701,0.295638880241365,0.74541314605967,"1","1",0.84782674039178,"2013"
"81",18,0.746162915774648,0.362898024495947,0.653618601859503,"0.873208987212832","0.873208987212832",0.863713946420323,"2013"
"82",19,0.669363876304488,0.436286757036498,0.8865808481322,"0","0",0.945864161932064,"2013"
"83",20,0.775553695826019,0.330284157169888,0.656314330685284,"0.763130968480226","0.681362456513798",0.781270717321774,"2013"
"84",21,0.766156809990267,0.395443320965676,0.618857159381203,"0.946579087087493","0.600644272350635",0.739774941745266,"2013"
"85",22,0.730358451805435,0.202073100469602,0.673070010276136,"1","1",0.69983917865565,"2013"
"86",23,0.913799373554527,0.351641201490114,0.549257552775313,"1","0.0642117791865613",0.847845502778852,"2013"
"87",24,0.572253586156037,0.539166130089054,0.718604091015713,"1","1",0.786243688401823,"2013"
"88",25,0.782216482692154,0.360282985438424,0.64333421391265,"0.774519540311364","0.546174538874889",0.831182762730947,"2013"
"89",26,0.732796836632059,0.319505902320086,0.54546622659757,"0.33217943469232","0.131164075336853",0.659182487128624,"2013"
"90",27,0.7133080896422,0.270723971903013,0.750999301178616,"1","0",0.827943672641247,"2013"
"91",28,0.8140816172731,0.316729310341972,0.588543502553241,"0.752753681594451","0.896316406914174",0.798676259231167,"2013"
"92",29,0.69103517633165,0.387567833894271,0.64735766122359,"1","0.613938429237819",0.812465841807922,"2013"
"93",30,0.751005443692973,0.373513943800119,0.571664015954455,"0.716297904922832","0.642700179115958",0.739628129249199,"2013"
"94",0,0.871779754924238,0.0968479346986002,0.775931599849046,"0.958106866480808","0.986654336491651",0.866106743627138,"2014"
"95",1,0.862750011373009,0.138802951358745,0.84015243866841,"0.979663183423694","0.976001962129733",0.887375567448782,"2014"
"96",2,0.863248212053357,0.15514679107248,0.815067740216774,"0.967788588535078","0.977042007469404",0.875472507865168,"2014"
"97",3,0.847875772236842,0.186622218366899,0.794562825081064,"0.952667982529834","0.968789013266697",0.844967059729086,"2014"
"98",4,0.841094848713694,0.190259825081452,0.769461277741708,"0.967409406916053","0.948212008966945",0.861022005391707,"2014"
"99",5,0.867640111697075,0.185297734661547,0.792732890069614,"0.960746402857476","0.938785808895872",0.875446345844043,"2014"
"100",6,0.836785124435454,0.235134528818274,0.764175960622514,"0.97859418862508","0.994968259435817",0.819265145317537,"2014"
"101",7,0.814885610912401,0.238777744891095,0.769082454380335,"0.948304726988877","0.922981079393923",0.827246718078065,"2014"
"102",8,0.795523960984136,0.258684882212391,0.779347656572474,"1","0.954160993895977",0.757645186468248,"2014"
"103",9,0.836617172255576,0.3197477310783,0.806601411609011,"0.895238142610421","1",0.790827854102614,"2014"
"104",10,0.859458049225552,0.237305231310398,0.726974179023937,"0.940196891831786","0.921386154135462",0.857494567998828,"2014"
"105",11,0.658715981338796,0.326837094111739,0.753562781171182,"1","1",0.950589588702618,"2014"
"106",12,0.837021177203955,0.24618967777522,0.724111776887483,"0.703854183760704","0.855588429173591",0.802113945968085,"2014"
"107",13,0.842733984543525,0.407486846913554,0.737658139291115,"1","1",0.785635455613858,"2014"
"108",14,0.813105064528951,0.281704857845959,0.705551755431862,"0.913656371542979","0.808909377464855",0.799752680922703,"2014"
"109",15,0.813071272945946,0.283773726667782,0.700873649259509,"0.915781668314976","0.800725070324546",0.79789156305061,"2014"
"110",16,0.79870633226848,0.26630931624579,0.668733455650048,"0.414333192861221","0.414333192861221",0.768344923310722,"2014"
"111",17,0.786435562486784,0.39076643029305,0.734638842003192,"1","1",0.85136901586759,"2014"
"112",18,0.799010213545479,0.226760843552808,0.744448178731361,"1","0.887997622771105",0.887913839653421,"2014"
"113",19,0.683057547377358,0.305418185592,0.83616664878497,"0","0",0.738001547868775,"2014"
"114",20,0.812906044526747,0.318037005564834,0.661035091739493,"0.921251153691501","0.818303668165736",0.795748554885959,"2014"
"115",21,0.819821479507903,0.280226946081521,0.665599645400613,"0.89104428873924","0.775897377658732",0.724450866638041,"2014"
"116",22,0.773229537216999,0.392712743790016,0.660986785656808,"1","1",0.796029918689998,"2014"
"117",23,0.86146120980091,0.229745306556295,0.879081156303188,"1","0.903862638892975",0.884382285539888,"2014"
"118",24,0.981514834900864,0.3318993332786,0.558659794847819,"1","1",0.918202378992417,"2014"
"119",25,0.814901989312323,0.329840070046837,0.650522849223997,"0.720986109521789","0.60506071909862",0.798949143958824,"2014"
"120",26,0.822309731747938,0.499968311788441,0.52685119532368,"0","0",0.755374646071605,"2014"
"121",27,0.736840570856577,0.406997342467693,0.528102002687324,"1","0.159137525450352",0.695902371680991,"2014"
"122",28,0.800974812327454,0.391591309064834,0.623170732930091,"0.459679613288535","0.79518390619791",0.807648854641056,"2014"
"123",29,0.769166024478431,0.321780284355707,0.721980980375546,"0.901916036069928","0.40558333078416",0.830622717887125,"2014"
"124",30,0.810213897275746,0.330237737580098,0.582273909296479,"0.875468109797786","0.661698891464185",0.758406113483753,"2014"
"125",0,0.885631961882184,0.0909532393542533,0.749855750461057,"0.943393439848373","0.980658927483035",0.863539836487883,"2015"
"126",1,0.890247824740304,0.133904112329612,0.82564124223236,"0.96426259464405","0.982437257276641",0.897229234618349,"2015"
"127",2,0.885770294552239,0.137888137163687,0.788429225655309,"0.952805175978378","0.965485289570906",0.900754325155611,"2015"
"128",3,0.864369571729761,0.153146932186782,0.775464002401698,"0.930247262696369","0.945570350544901",0.87240785150529,"2015"
"129",4,0.878442346781838,0.175508821684598,0.770741773323641,"0.932550984420733","0.931360387893634",0.876101304337337,"2015"
"130",5,0.891864416205961,0.173440917504741,0.766372028732408,"0.90068993445486","0.929886421825143",0.888123302315441,"2015"
"131",6,0.860038082124743,0.201836712524234,0.752183300836125,"0.962895388826876","0.946259327110723",0.844755893940769,"2015"
"132",7,0.844195589961917,0.212733805046232,0.736746882412971,"0.964790228312807","0.929957220422295",0.854592956889744,"2015"
"133",8,0.843101418820111,0.237250106797564,0.735389406760349,"0.910668400166285","0.850449546074856",0.747300205439939,"2015"
"134",9,0.871643581248336,0.14089232887088,0.645724050294081,"1","1",0.807615853151649,"2015"
"135",10,0.871488530313302,0.215063368508686,0.702214549689884,"0.901905077037989","0.906762571814194",0.852686650948503,"2015"
"136",11,0.765268307082236,0.331996403160874,0.798396780944724,"0.496201148794701","1",0.919814135649494,"2015"
"137",12,0.872715499782022,0.201438926513994,0.704265081312062,"0.972690185919415","0.787822069105092",0.867815450800423,"2015"
"138",13,0.894093344425027,0.350387111644104,0.736579817948833,"1","1",0.769283114742309,"2015"
"139",14,0.816060423320698,0.234160373561655,0.695530000321215,"0.873690929509897","0.902200688419551",0.791414613683701,"2015"
"140",15,0.838542520506021,0.273664776043654,0.69575605528029,"0.8946190739192","0.804580582392558",0.821253353825247,"2015"
"141",16,0.93573860484309,0.304591786541264,0.668184585038758,"1","0.887345685640645",0.816948239250203,"2015"
"142",17,0.883756181119545,0.357861448370546,0.716597224577575,"1","1",0.738238201192269,"2015"
"143",18,0.7898888873628,0.324732780573046,0.714311027319781,"0.653451753335162","0.963417815892319",0.785616881117587,"2015"
"144",19,0.874709170179668,0.282807667705402,0.890547381438673,"1","1",0.8252479482367,"2015"
"145",20,0.877325446823178,0.291967425118348,0.66756256308511,"0.832517188702389","0.685139672650394",0.833585094804877,"2015"
"146",21,0.881161669722065,0.270926489778933,0.63998098900838,"0.751426985969536","1",0.820736790086648,"2015"
"147",22,0.844117051617765,0.186883345492974,0.760987903726758,"1","0.921306634678584",0.790560247973008,"2015"
"148",23,0.738545081253175,0.30392106534215,0.570677692475118,"1","1",0.72161620380792,"2015"
"149",24,0.735507791750055,0.497148791163608,0.598497515545704,"0","0",0.864926303943237,"2015"
"150",25,0.827837863369718,0.300442272921618,0.624586474581116,"0.766526874785148","0.714869460437958",0.829487901410543,"2015"
"151",26,0.794098131061049,0.22879332687507,0.67733669365449,"0.928264990364926","0.928264990364926",0.870974800399124,"2015"
"152",27,0.848822396397324,0.250581789768585,0.686886275062308,"1","0.915373259623792",0.882682716831846,"2015"
"153",28,0.875638927529335,0.333785606829881,0.652943663687674,"0.830886888274011","0.744129326469991",0.776883649413248,"2015"
"154",29,0.887935051845337,0.228826887280281,0.596067008013781,"0.644042116279134","0.806240170651859",0.661614902694553,"2015"
"155",30,0.843378644103948,0.312973499967616,0.570253532322312,"0.754976230531445","0.684648531752808",0.773280387591329,"2015"
